,content,score,label,sentiment,length,num_word,encoded
441,mình hài lòng về sản phẩm đã dùng và đang dùng mỗi ngày,4,1,neutral,55,13,"[[ 39 164 258   3 210  21  48 148  21 421 229   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
835,sao người có quà người không có quà thế mình lấy 2 lọ mà ko đc gì luôn,4,1,neutral,70,18,"[[ 92  20  46  56  20  42  46  56 581  39 115 236 527 217  49 162 284 134
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
1955,mui thơm bé uống nhanh đot 1 giao hàng nhanh mua lần 2 giao hàng cham mấy ngày so với dự kiến,3,1,neutral,93,22,"[[741  98  12  40 117 825 185 112  44 117  93  91 236 112  44 826 328 229
  129  10 265   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
443,chất lượng sản phẩm tốt,4,1,neutral,23,5,"[[ 2  3 31  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0]]"
837,chất lượng sản phẩm tốt,4,1,neutral,23,5,"[[ 2  3 31  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0]]"
505,sp đóng gói kỹ càng nhưng ko thấy có mùi dầu như các loại mình hay mua ở sthi ko bit thế nào,4,1,neutral,92,23,"[[ 52  94 480  15  49  47  46 212 290  71  45 345  39 318  93 378 481  49
  482 180   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
1197,khách phản hồi giao hàng nhanh sp tốt nhưng vẫn hỏi thêm là tại sao mua 2 hộp mà không được miễn ship,4,1,neutral,101,23,"[[ 36 235 112  44 117  52  31  15  65 670 188 109 536  93 236  76 217  42
   54 671 260   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
30,,3,1,neutral,0,1,"[[5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 0]]"
836,giao hàng nhanh đóng gói chắc chắn shipper ngiệt tình,4,1,neutral,53,10,"[[112  44 117  94  96 582 583 584   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
976,chất lượng sản phẩm tốt,4,1,neutral,23,5,"[[ 2  3 31  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0]]"
2330,đặt 2 túi 600ml giao chai 1 6l đóng gói thấy cũng kỹ nhưng đổ tè le nhão nhoét thấy ghê mùi ko hợp với mình tính ra quá mắc so với d nee,4,1,neutral,136,34,"[[149 236 406 898 112 381 185 899  94  47 238  75  15 637 900 901 902  47
  843 212  49  32  10  39 182 271  35 633 129  10 903 904   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
826,đóng gói sản phẩm rất đẹp và chắc chắn khách chưa sd ko hài lòng với đơn vị vận chuyển wa chậm lại ko tận tâm,4,1,neutral,109,26,"[[ 94   3  41  95  48  96  36 141 430  49 164  10 569 237 357 221 121  49
  136   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
16,sản phẩm tốt hợp túi tiền,4,1,neutral,25,6,"[[ 3 31 32 33  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0]]"
833,sản phẩm chất lượng,4,1,neutral,19,4,"[[262   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
846,hàng tốt nhưng giao thiếu hàng cho khách làm mất uy tín,3,1,neutral,55,12,"[[ 44  31  15 112 380  44 102  36 246 150 325   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
2276,chất lượng sản phẩm tốt,4,1,neutral,23,5,"[[ 2  3 31  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0]]"
1236,sp đóng gói kỹ càng nhưng ko thấy có mùi dầu như các loại mình hay mua ở sthi ko bit thế nào,4,1,neutral,92,23,"[[ 52  94 480  15  49  47  46 212 290  71  45 345  39 318  93 378 481  49
  482 180   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
837,chất lượng sản phẩm tốt,4,1,neutral,23,5,"[[ 2  3 31  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0]]"
828,đóng gói sản phẩm tạm được,4,1,neutral,26,6,"[[94  3 24 54  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0]]"
1771,giao hàng nhanh mùi nước giặt thơm nhưng 1 chai bị chảy ra nhiều nc giặt mong ncc lưu ý khi đóng hàng,4,1,neutral,101,23,"[[112  44 117 212  89 746  98  15 185 381  43 386 271  86 786 746  99 100
  545 248 476  44   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
1719,,4,1,neutral,0,1,"[[5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 0]]"
933,,4,1,neutral,0,1,"[[5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 0]]"
1694,sản phẩm được đóng gói kĩ và chắc chắn tuy nhiên 2 chai là 2 ngày sản xuất khác nhau 1 cái hồi năm 2020 1 cái tháng 5 2022 khách hơi quan ngại về date mong ncc check kĩ date giúp seller ạ,3,1,neutral,187,44,"[[  3  54  94 226  48  96 752 236 381 109 236 229 757 537 538 185 173 758
  478 759 185 173 255 606 760  36   7 761 258 400  99 100 267 226 400 503
  750 146   0   0   0   0   0   0   0   0   0   0   0   0]]"
831,ok nếu freeship,4,1,neutral,15,3,"[[ 17 425 278   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
15,mỏng nhỏ,4,1,neutral,8,2,"[[ 8 30  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0]]"
1901,hàng giao nhanh sản phẩm đúng như quảng cáo nhưng chất lượng thì dùng rồi mới biết,4,1,neutral,82,17,"[[ 44 112 117   3 144  71 504  15   2 140  21 181 239 227   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
18,,4,1,neutral,0,1,"[[5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 0]]"
17,,4,1,neutral,0,1,"[[5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 0]]"
17,,4,1,neutral,0,1,"[[5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 0]]"
828,đóng gói sản phẩm tạm được,4,1,neutral,26,6,"[[94  3 24 54  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0]]"
547,đúng đơn đã đặt,4,1,neutral,15,4,"[[144 147 210 149   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
28,,4,1,neutral,0,1,"[[5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 0]]"
1492,bỉm mỏng nhẹ,4,1,neutral,12,3,"[[  6   8 493   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
115,,4,1,neutral,0,1,"[[5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 0]]"
1945,tốt,3,1,neutral,3,1,"[[31  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0]]"
835,sao người có quà người không có quà thế mình lấy 2 lọ mà ko đc gì luôn,4,1,neutral,70,18,"[[ 92  20  46  56  20  42  46  56 581  39 115 236 527 217  49 162 284 134
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
1946,,4,1,neutral,0,1,"[[5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 0]]"
2478,đóng gói sản phẩm tạm được đặt 4 hộp 4 vị giao 3 hộp với hộp giấy vỏ này ruột kia may là lấy về để giao chứ ship thẳng cho khách thì làm sao,3,1,neutral,140,35,"[[ 94   3  24  54 149 502  76 502 559 112 399  76  10  76 529 172 154 909
  910 823 109 115 258 205 112 469 260 911 102  36 140 458   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
1100,đóng gói sản phẩm chắc chắn,4,1,neutral,27,6,"[[94  3 96  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0]]"
836,giao hàng nhanh đóng gói chắc chắn shipper ngiệt tình,4,1,neutral,53,10,"[[112  44 117  94  96 582 583 584   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
2248,đặt của bé trai giao giày bé gái,3,1,neutral,32,8,"[[149 175  12 845 112 891  12 892   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
15,mỏng nhỏ,4,1,neutral,8,2,"[[ 8 30  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0]]"
2423,đóng gói sản phẩm tạm được đặt 4 hộp 4 vị giao 3 hộp với hộp giấy vỏ này ruột kia may là lấy về để giao chứ ship thẳng cho khách thì làm sao,3,1,neutral,140,35,"[[ 94   3  24  54 149 502  76 502 559 112 399  76  10  76 529 172 154 909
  910 823 109 115 258 205 112 469 260 911 102  36 140 458   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
100,thời gian giao hàng rất nhanh bị móp vỏ,4,1,neutral,39,9,"[[122 112  44  41 117  43 171 172   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
1901,hàng giao nhanh sản phẩm đúng như quảng cáo nhưng chất lượng thì dùng rồi mới biết,4,1,neutral,82,17,"[[ 44 112 117   3 144  71 504  15   2 140  21 181 239 227   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
1976,chất lượng sản phẩm tạm được,3,1,neutral,28,6,"[[ 2  3 24 54  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0]]"
1198,,4,1,neutral,0,1,"[[5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 0]]"
932,đã dùng và rất hiệu quả,4,1,neutral,23,6,"[[210  21  48  41 452   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
842,sản phẩm không có ghi nsx và hsd luôn đã tìm rất lâu mà không thấy thất vọng quá,3,1,neutral,80,19,"[[  3  42  46 301 586  48 587 134 210 588  41 113 217  42  47 356  35   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
2188,chị ơi hnagf em nhận rồi nước giặt chảy đày tay nghe đã chán đề nghị nhà ncc xem xét lại mất khách,3,1,neutral,98,23,"[[887 151 888 525 161 181  89 746 386 889 475 450 210 601 279  38 100 460
  150  36   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
1494,,4,1,neutral,0,1,"[[5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 0]]"
1444,sp khá là ok ạ ảnh klq khá là ưng ý,4,1,neutral,35,11,"[[ 52  59 109  17 146 492 706  59 109 384   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
30,,3,1,neutral,0,1,"[[5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 0]]"
1571,khách nói xài cũng bình thường không có j nổi bật so với những sản phẩm khác,3,1,neutral,76,17,"[[ 36  37  16 238 672  42  46 526 726 129  10 364   3 537   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
841,đề nghị ncc lần sau nhớ cho thêm phiếu bảo hàng nhé giao đủ đơn,3,1,neutral,63,15,"[[279 100  91 152 585 102 188 249 105  44  18 112 344 147   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
1946,,4,1,neutral,0,1,"[[5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 0]]"
342,,4,1,neutral,0,1,"[[5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 0]]"
2121,bịch nhỏ hơn so mình tưởng quá đắt so với giá tiền,4,1,neutral,50,12,"[[413  30  29 129  39 879  35 510 129  10 167 160   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
2330,đặt 2 túi 600ml giao chai 1 6l đóng gói thấy cũng kỹ nhưng đổ tè le nhão nhoét thấy ghê mùi ko hợp với mình tính ra quá mắc so với d nee,4,1,neutral,136,34,"[[149 236 406 898 112 381 185 899  94  47 238  75  15 637 900 901 902  47
  843 212  49  32  10  39 182 271  35 633 129  10 903 904   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
951,,4,1,neutral,0,1,"[[5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 0]]"
28,,4,1,neutral,0,1,"[[5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 0]]"
444,đóng gói sản phẩm chắc chắn,4,1,neutral,27,6,"[[94  3 96  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0]]"
245,thời gian giao hàng hơi lâu còn sp khách ko có phàn nàn gì cả,3,1,neutral,61,15,"[[122 112  44   7 113 157  52  36  49  46 283 284 285   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
17,,4,1,neutral,0,1,"[[5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 0]]"
2146,thời gian giao hàng nhanh,4,1,neutral,25,5,"[[122 112  44 117   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
1955,mui thơm bé uống nhanh đot 1 giao hàng nhanh mua lần 2 giao hàng cham mấy ngày so với dự kiến,3,1,neutral,93,22,"[[741  98  12  40 117 825 185 112  44 117  93  91 236 112  44 826 328 229
  129  10 265   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
442,sao hình sản phẩm không giống với hình trong bài đăng,4,1,neutral,53,11,"[[ 92 446   3  42 453  10 446 119 454 455   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
846,hàng tốt nhưng giao thiếu hàng cho khách làm mất uy tín,3,1,neutral,55,12,"[[ 44  31  15 112 380  44 102  36 246 150 325   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
2039,thời gian giao hàng nhanh,4,1,neutral,25,5,"[[122 112  44 117   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
1199,đóng gói sản phẩm chắc chắn góp ý chai thủy tinh hơi mỏng,4,1,neutral,57,13,"[[ 94   3  96 456 381 517   7   8   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
2262,có vị chua chua hơi khó uống đối với trẻ em,4,1,neutral,43,11,"[[ 46 559  74  74   7 561  40 893 562   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
441,mình hài lòng về sản phẩm đã dùng và đang dùng mỗi ngày,4,1,neutral,55,13,"[[ 39 164 258   3 210  21  48 148  21 421 229   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
834,lần đầu mua 1 chai được tặng kèm 03 gói siro lần sau mua 4 chai cũng đc có 03 gói siro không đủ chia cho khách,4,1,neutral,110,27,"[[ 91 240  93 185 381  54  55  97 579 233 530  91 152  93 502 381 238 162
   46 579 233 530  42 344 580 102  36   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
300,sữa thơm ngon dóng gói cẩn thận,4,1,neutral,31,7,"[[ 58  98  82 341 233 211   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
1082,,4,1,neutral,0,1,"[[5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 0]]"
1738,thời gian giao hàng nhanh,4,1,neutral,25,5,"[[122 112  44 117   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
444,đóng gói sản phẩm chắc chắn,4,1,neutral,27,6,"[[94  3 96  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0]]"
504,đóng gói sản phẩm chắc chắn,4,1,neutral,27,6,"[[94  3 96  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0]]"
836,giao hàng nhanh đóng gói chắc chắn shipper ngiệt tình,4,1,neutral,53,10,"[[112  44 117  94  96 582 583 584   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
1236,sp đóng gói kỹ càng nhưng ko thấy có mùi dầu như các loại mình hay mua ở sthi ko bit thế nào,4,1,neutral,92,23,"[[ 52  94 480  15  49  47  46 212 290  71  45 345  39 318  93 378 481  49
  482 180   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
1739,màu sắc sản phẩm không giống hình ncc ghi xuất xứ hàn quốc nhưng hộp thì lại là trung quốc,3,1,neutral,90,20,"[[555   3  42 453 446 100 301 772 773 774  15  76 140 121 109 775   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
